Comments,Classes
She noticed Priam forging a weapon and went to observe him Priam Is that Ragnell What are you doing,NO
She notices his glance to the sky and looks up as well What is there Are you alright,NO
she practically grew up around hip hop at 16 youre developing who you are And this is all her They,NO
She promised us that we will get through it as a family and we are Thank you Lea Is Our Warrior,NO
she put I ll quickscope you irl fgt how is that a death threat my god you are stupid,NO
she really is but so are you,NO
She replied Yes Lord I believe that you are the Christ God s Son the one who is coming into the world John 11 2,NO
She s had much more food today than she was Shes coughing up her phlegm too which is gets it all out woo How are you guys,NO
she s so sappy She was like miss you how are you have a great day lt 3 and her quote was love is the greatest to spread,NO
she s still wrong You stand up for whats right Using nigger as a racial slur Uneducated is what you are,NO
She said Are you even listening to me This is important I said I dont know pizza And thats how the fight st,NO
she said he looks like he is on drugs are you kidding me No I wouldnt publicly try to humiliate him oh wait THEY didnt DATE,NO
She said how confident are you in your body and this nigger nate telling people how long his dick is,NO
She said something to the likes YES you dont know what people are going through Explain what it is so i can warn others because uhhhh,NO
she said to me he is really handsome as she was staring at yongguks parts in where are you mv I dont know it made me happy anyway,NO
She said Top Season is that a bad thing Im like ion are you a bad thing,NO
she should not be scared to kiss you after you eat her pussy,YES
She smiled to him and nodded Basically But no is needs to know that you are involved in this at all Brother Your name,NO
she smiles Any movie is fine I have not seen that one I heard it was good Are you okay,NO
she squaeled is this normal daddy what are you going to do to me she asked innocently,NO
she tells me Momma keays is the best Im doing well i hope you are too,NO
she told me not to bite my toe nails which is responsible i guess are you are you in for a Hug,NO
She told me that You are precious to me I care about you she is unpredictable,NO
SHE TWEETED EIGHT TIMES ARE YOU JOKING GIVE IT TO MCKENNA THIS IS AN ABOMINATION,NO
she will have to she is the sheriff and since you are back you will need to make a statement on why I finish my pancakes,NO
shes strong she did it she is human so are you so can you,NO
should be like what I know you suck dick and kept it moving tbh,YES
Should I beat up your boyfriend,YES
Should I knock his noodles out or should I let him live,YES
should suck my dick even though i dont have one i would get one just so alex could suck it,YES
Shout Out to the amazing Kelle Fenley She is the coolest cat on the block and if you dont know her you are missing out,NO
Shut the fuck up stop pretending you re from the fucking hood because you live up pant and listen to fucking wannabe ra,YES
shut the fuck up you gay cunt,YES
shut up itant you fat nigger lipped nanless cunt,YES
shut up nerd,YES
shut up you fat cunt go sit on your mums face,YES
shut your dumb fucking ass up you autistic loser the downie is probably better than you fucking kill yourself,YES
Siya ang tinatanong pero you are the one answering You know her like the tip YES your thumb Yun bang parangI know what she is thinking,NO
Sjw coward Next thing you ll do is suck whale dick,YES
Slut I wasn t done fucking you,YES
slut puppy cunt whore dog bitch,YES
So are you coming to can tell you how much fun it is too bad she has t,NO
So are you coming to can tell you how much fun it is too bad she has to work,NO
so are you saying that my mom is your exercise then saying she has herpes Round YES applause for that one,NO
so beautiful and glad you are having adventure Take care you are precious to many YES She is Have FUN,NO
So essentially Lynch indicating she would not uphold the laws YES the land is acceptable Either youre legal or you are not,NO
So excited that because YES YOU is seeing my Lupus Dr today And she and are all at taping tonight,NO
So if you ask a bitch whats 9 10 and she says 21 is she right rule in life women are always ri,NO
So in love with commanders She is such a beauty Out YES every window there are beautiful views that gives you that uptown vibe,NO
SO mother TELLS ME SHE IS GETTING A DOG WHEN I TELL HER I MIGHT BE LEAVING ARE YOU KIDDING ME,NO
So my coworker was like today how my body shape is so cute and I was like I guess I wish I had a booty She was like you do what are u,NO
So she knows my real mental health status She is who everyone goes to for counseling She said Are you sure you need this,NO
So sorry about your mom You are one tough guy for being on air I would choke up too much Im sure she is proud,NO
so this is the first time Ive heard my neighbour the other neighbour and Shes listening to Bruno Mars Just The Way You Are respect,NO
so umi is like mumbling in call i literally said umi are you a poop yes or no she said yes what even,NO
So you are telling me you haven t follow yet MAN WHAT ARE YOU WAITING FOR SHE DOES GAIN TWEETS EVERYDAY GUYS,NO
Some YES you tweet rubbish just to get womans attention treat her right Tell her how beautiful she is when you are,NO
Some YES you tweet rubbish just to get womans attention treat her right Tell her how beautiful she is when you are dogs,NO
Someone said you are not fit to sleep with pigs I stuck up for you and said oh yes she is,NO
Someone who cares for you loves you and is constantly wondering how you are just wants to hear your voice before she sleeps Screw you la,NO
SOMETHING JAPANESE The Japanese are known for their advance robotics but have you met Aiko Chihiro She is a,NO
Sorry I did it without purpose I was just saying what i though Maybe she is better in school Maybe you are better at life,NO
stfu pussy your host is shit why are you even hosting you loser way to make us lose because your skippy host is shit pussy,YES
Still talking shit after I beat that ass sore loser,YES
stop being so fucking gay you pussy,YES
Student voice and perspective are important shadow a student to see what you learn,NO
stupid money whore cunts DIE,YES
Suck a dick suck a dick suck a dick suck a motherfucking dick suck a dick suck a dick suck a big fat dick,YES
suck a fat dick assholes go die bitch,YES
suck a fat one,YES
suck a fat one mate,YES
suck a fat one you anorexic stalker Get the fuck out,YES
Suck it loser PrussiaBot,YES
suck it nerd,YES
suck it nerd,YES
Suck it WHORE haha,YES
suck my dickkk gay bitch,YES
suck my fat cock,YES
suck your fucking mum you fat cunt,YES
SUCK YOUR NANS DRY CUNT YOU FAT GINGER VIRGIN PEDOS,YES
SUCK YOUR NANS DRY CUNT YOU FAT GINGER VIRGIN PEDOS,YES
suck your nans fat 20 inch veiny hairy pulsating penis,YES
suck your nans fat 20 inch veiny hairy pulsating penis HAHA,YES
suk your dead nanny and grandad you fat cunt you had 12 fuking men,YES
Sunday Josh What are you wearing Me Leave me alone dude Josh You look Rockabilly Tory Leave her alone she is a rockabilly,NO
Super cute I know you are doing your thing Indeed she is,NO
SWAY your VIDEOS SUCK SO MUCH SCARCE FANBOY your FUCKING UGLY AND your MOM SHOULD DIE,YES
TALIA WHY ARE YOU EVEN TRYING she is NOT available bye,NO
talk shit about my best friend ever again you fat cunt I ll set your mothers legs on fire then get 5 gyp,YES
Tarajis eyebrows are out YES control It looks like Shes constantly asking What did you say Is that a character thing,NO
Teacher Why are you putting Adele pictures on the globe Me Because she is my world,NO
Tell Sarah happy birthday for me please she is cool and you are too I want to be like you,NO
tension too Lynda this is Amber Shes my wife Lynda s eyes fold into a laugh Oh Roman you are really something,NO
texting to this girl yeah havent talked to her proper in a while and am like you are up late today and she is all am i am like yeah,NO
Thank you,NO
thank you for follow us she is the tetas owner and Im the photographer we are from mexico city peace,NO
THANK YOU KELLIE This is why we are friends She understands me,NO
thank you she truly is haha all moms are,NO
thanks you fat ginger cunt,YES
That bitch is goYESy af some how she s no fun she s dumb thinking sams ugly like are you stupid,YES
That bitch should die in her sleep for lying,YES
That is so fucking embarrassing People are RTing shit about KoopaCats or whoever that is And Shes hating on Muslims well fuck you gt,NO
that Lis a damn shame You sicko fuckwads with no self control are just proving her point about you And Shes right smh,NO
That moment when the dildo shaped turd lodged in your asshole prairie dogs inside you Your throbbing fat pussy quiv,YES
That moment you are sitting in a bar and a girl from is across from you mutually online and she dismisses your prYESile,NO
that picture is so pro she looks unreal lt 3 Are you a little bit better,NO
that s actually true you fat cunt fucking bring,YES
That s how a sluts pussy should be whipped That s how a sluts pussy should be whipped,YES
that will  never happen She said Julia are you hiding Is your phone out,NO
That you are a Prime She smiled It is such a honor to be in the presence YES a prime,NO
thats a fat pussy,YES
thats all i ever want you to be is happy and if the rumors are true i hope she treats you well but you havent said anything,NO
thats horrible Is she ok Are you guys ok You definitely win the worst wednesday prize,NO
thats one fat pussy,YES
the best pais when she said if youre under 14 you dont understand and are experiencing emotions,NO
The enamalware pots are one set Everything else is another set HOWEVER she said to contact her if you told me you only gt,NO
The funniest pais when a woman says she is her mans responsibility no babe You are your parents responsibility,NO
the kind where you are intimidated because she is my favorite person on twitter,NO
the kind where you are intimidated because she is my favorite person on twitter Highly Agree XoXo,NO
The lady who helped me meet R5 is the true MVP because she didnt know who they were said I think the guys youre looking for,NO
The less interested you are the more interested she is,NO
The LORD said there is someone here you are worried sick but the LORD asked me to tell you I AM still on My Thr,NO
The main thing with Laura is that she is literally the nicest least judgemental person and therefore as long you are a nice person she,NO
The music is really pretty Some YES it And the graphics are awesome dont you dare laugh She rolls her eyes sitting,NO
The only reason you are alive is because we need you help to kill her and she is an even worse pile YES crap than you are,YES
The person you are phone calling is not thinking about the mess he she did please lend your tears when you hear the beep,NO
The person you are phone calling is not thinking about the mess he she did please lend your tears when you hear the beep beep,NO
the pussy should ve came with a guest list,YES
The saddest thing when youre dog is more outta shape than you are lol she cant hang and Shes only 4 months,NO
The shoone I think she is in Medunsa I want to know which One you are talking about,NO
The thing about her dress is that she dresses trashy like a hick thinking they are fashionable Oh Bumpit you are clueless,NO
the way she describes you is so much different than you really are,NO
The whiter the whore the harder a black master will pound her cunt,YES
the worry that is feeling me and tell me what you are hiding from me Dread filled her being as she waited for his,NO
Then I phoned my Grumma and she said is there something I can help you with or are you phoning for a chat How annoying are these people,NO
Then she going to go to sleep like it is 7 21 what are you doing,NO
Then you are exceptional in my eyes She is the future To let her experience the past she will learn where NOT to walk,NO
then you are just a clueless fool who has no clue what she is talking about,NO
There are 4 years old days to days that Demi is out YES the center Now she is so happy thank you,NO
There are 7 YES us who Tweet under this acct Just an FYI If you want Doc Shes but sometimes is online he,NO
There are 7 YES us who Tweet under this acct Just an FYI If you want Doc Shes but sometimes is online here Thank you,NO
There are plenty YES ugly women If you have the money you can be beautiful This is what she said Andressa Urach SHAME,NO
There are signs in the tube asking you not to vape in the station Is that really a verb As in I vape you vape he she vapes,NO
THERE ARE SO MANY SIGNS IN GG THAT LITERALLY TELL YOU WHO SHE IS AND NOBODY FIGURED IT OUT TILL THE END SO I FEEL SO DUMB,NO
there is a drunk girl in the bathroom at the bar yelling at the automatic toilets she just screamed ARE YOU FLUSHING ON ME,NO
THERE IS A HEADLESS HORSEMAN MURDER SHE WROTE EP WHAT ELSE ARE YOU PEOPLE HIDING FROM ME,NO
There is no good way to tell your female classmate that you are not well acquainted with that you think she smells nice,NO
There is no greater feeling than knowing you are giving a child the tools he she needs to b successful nlife,NO
There once was a cunt named Beau Who s eyes were so pink he looked like a freak show,YES
There s a girl on say yes to the dress and she is 17 years old How are you financially stable,NO
There s NO WAY In Tha World Any YES You Bitches Should Be Broke Cause Yall Sittin On AT LEAST 60 Worth YES Pussy,YES
therefore if you feel that her vagina has lost value then you are suggesting that SHE has lost value and that IS judging,NO
These niggers pussy they should wear skirts,YES
These young whores kill me swearing up and down that they gay when in reality they just fuckin confused,YES
they need oliver so bad they are shit without him laurel you aren t sara because she is bae and you are not,NO
They should all die All YES them Everything annihilated,YES
They should all die All YES them Everything annihilated,YES
they should all die an horrible death,YES
THIS cant BE REAL https t co yREGSdDINh are you kidding me Is she this stupid,NO
This girl is playing quizup and she seriously just asked the people around her what Ron from harry potter s last name is Are you serious,NO
this girl is saying she started out the SEMESTER with 8 twelve packs YES coca cola in her dorm is down to a few cans HOW ARE YOU ALIVE,NO
This girl right here is a hero The things she does to educate and help are beyond measure,NO
This girl right here is a hero The things she does to educate and help are beyond measure Thank you Amanda,NO
This girl right here is amazing why are you guys giving her hate Shes seriously such a great artist and friend and actor ily,NO
This girl said she wanted to learn the language Brazilian What the fuck are you actually that dumb the stupidity is astonishing what the actual fuck,NO
This hentai whore has a cock and a pussy so she can fuck and get fucked at the same time,YES
This is a little Screamy you are so kind it was plenty screamy If she reigned it in it would have been nice,NO
This is Instagram diamonds what are you talking about besides its not OUR fault she chooses here for the FAQ,NO
This is It and I am It and You are It and so is That and He is It and She is It and It is It and That is That,NO
this is my freak account I am somebody you know amp I have to tell you that Id love to nut in your pussy raw balls deep Repeatedly,YES
This is my roommate Shes nice but kinda not I dont know Wow her boobs are so big you can tell she parties a lot,NO
this is not the reason as you are more than aware goes to disproving lies she is innocent naive girl big bad T Dogg corrupted,NO
This is where you I are different Because this is all I want to talk about Letterman to Paris when she didnt want to talk about jail,NO
This one is just too cute Love when she puts on costume You are just so adorable,NO
This social networks are getting smarter every day now you chat with someone and both twitter and Facebook let you know who he she is,NO
This tweet is for T As a teen she struggled with gender identity and depression Doing better now Embrace who you a,NO
This tweet is for T As a teen she struggled with gender identity and depression Doing better now Embrace who you are,NO
this was me I texted you this haha sucks to suck huh loser,YES
Those who harp on the petty reveal they are out YES argument You folks Is she a racist,NO
To be honest if Ashton and Bryana are dating whatever and if she is as bad as you all say lets just hope that Ashton will learn from his mistakes,NO
To my mind there are no ugly women The very fact that she is a woman is half the battle Oh but how could you understand that,NO
To the prick continuing to bother abigail she is awesome you probably are jealous YES how awesome she thanks,NO
to this strong little cookie She is flawless and has beyond made me proud Brooke you are such,NO
Today a girl in my class was like Im Italian and my teacher was like sure you are like I think she knows what her background is,NO
today my art teacher told me Im better at drawing then she is if students are better then you then why are you teaching,NO
Today this girl almost hit me because she wants my boyfriend like surly heck no are you crazy he is mine mine mine mine,NO
told candice you cant find love at 19 and 20 her bf is 19 and she gives me this death glare smerks saying What are you talking about,NO
Told you that Sawalha was a wrongun from day one What an odious woman she is Which lunatic asylum are voting for her to stay in,NO
Truth is Im glad she ain t boring WAS RIGHT I dont want to  come home to whos home YOU ARE YOU ARE all happy and shit P,NO
turns so you are laying on your back and she is on top YES you so her wings dont get hurt,NO
U don?t get no dick if its a bush down there girl I should see nutn but pussy when I look down there,YES
Ummmm are you KIDDING me You guys is she not a superstar Put this girl on Broadway,NO
Understanding Women isnt a mystery When you are wrong Apologize When she is wrong still Apologize,NO
Unfortunately all the signs that a woman is in love with you are exactly the same as the signs that she wants to murd,NO
Unfortunately all the signs that a woman is in love with you are exactly the same as the signs that she wants to murder you,NO
Unfortunately she is back in the hospital today for a reason relating to her heart I am praying for you mom you are a fighter,NO
Ungrateful idiots should just die,YES
Video seelywights Riley always checks to see if you are as happy to go on a walk as she is,NO
Wait Why hahah Are you being sarcastic Is she not nice,NO
Wally Where are you There she is,NO
want stick dick in a nigger ass amp then a bitch pussy go head with that gay shit my nigger,YES
want them to go or me for that matter She teased Ah so that is another reason why you are eager for a tummy rub She,NO
wants us to put a cock in each YES my holes at 1 time,YES
Wcw is my bae Taylorrrrr Pace girls are hot Shes white and Asian so yeah lmfao love you ass fuck wipe,NO
We are doing our best and you can write to your MP if he or she is Labour,NO
We are sorry she is disappointed Please reach out to us at so we can better assist you Thanks,NO
we are working on things still You know this is going to be a long process She is going to be working with me so perhaps gt,NO
We dont speak for a while and first thing you ask is who is she Why not how are your grades smh,NO
WE FUCKING WAITED 1HR NOW 2HR ARE YOU FUCKING SEROUS YOU SUCK FAT CACTUS,YES
We re LOVING that is Oh yes she is Are you,NO
we should fight him for being so gay,YES
We Should Kill His Whole Family,YES
we should YES kept score to see how bad i actually beat you,YES
well down Callum you are so right Nadia is a joke believing a psycho like Perez Shows how dumb She is more irritating than thrush,NO
well hello my name is Daniel she didnt say better She said higher So who the fuck are you,NO
well it seems that you are doing it now Remember Alex is just seeking reassurance she wont know what you are thinking,NO
Well kill you white pig I will fucking kill you you black bitch Wits student,YES
Well my favorite pais when she be like Are you stoned and hes like They tried stoning my dear Pahahahahahahahahahahahahaha,NO
well she is excited to see you tomorrow she was telling me how you are such a great kid that she is pretty much in love with lol,NO
Well that s horrific this couple should kill themselves,YES
well you are right she really is,NO
what a coward she is Unbelievable Praying for all YES you that are hearing such a sad story play out,NO
what a fat cunt,YES
what a fat cunt,YES
what a gay cunt,YES
What about jess are you over her Is she upset about Yes Im over her I haven t told her about it and she,NO
What are some theories YES Beth coming back and if you know what episode is she coming back in I need it,NO
What are the chances YES a bitch telling you she is a bitch,NO
what are you talking about salome is long dead and gone now all she is is a pastel princess,NO
What Are you thinking YES Pricey in the house so far I think she is brill,NO
What does this meaN LAUREN TELL US IS your PUSSY GAY,YES
what else would I want a fat ugly cunt like you for,YES
What I mean is What are you doing here In this forest She explained a bit,NO
What if she intended to Lol thats not an interview Considering the way twitter is set up DM her if you are serious,NO
What is your problem what you wants to prove are you feeling jealous that why was she invited,NO
what makes a bride beautiful on her day is how she feels not what she wears So long as you are excited youll look gorgeous,NO
What she does is easy Alot YES people are sman I beg to differ at you saying any smaperson can come up with what she does,NO
What She noticed his nose is bleeding Are you okay,NO
What Shes giving us is what we actually wanted for a long time yet you still want to  be the same person you are,NO
What the fuck is going onnnn lol she keeps attacking me and my dad is ignoring her lmao Great job dad You are such a hero,NO
what What are you watching She is horrendous You cant reason with the unreasonable,NO
What you think she killed because the Bishop didnt babtize her Is that what you are saying really,NO
Whatever the situation is know the solution is right at our finger tips New Vlog Post What Are You Running From,NO
whats wrong with slut shaming you should be ashamed to be a slut,YES
When a woman says Shes bored it is not an invite to message her Unless you are the one who she wants to message her,NO
when i told my sister i had her she was like youre screwed haha i guess she is terrible and there are like no grades in the class,NO
when she asks what are we is this why you hate him,NO
when she asks what are we is what you shoulda said when you know who asked you,NO
When she is happy you are happy,NO
When she is mad dont explain why you are sorry in long boring paragraphs Just simply say Im sorry usually its better than a paragraph,NO
When she say she is horny when you are at work and you say youll bang it out,NO
when that one friend who thinks you and her are really good friends but really all she does is talk crap about you and acts like its ok,NO
when the water bottles are like 3 feet away but ur mom is like one feet away so you tell her to grab you it to prove that she loves you me,NO
when you are at home She is not mad or disappointed She only muses without reproach It is what it is or maybe not its tiresome to,NO
When you didnt know bae could sing https t co nVEbkJAP4y oh my she is so perfect Black babies are th,NO
when you find out who your real friends are ours is KV because she always brings treats,NO
when you say she are you referring to every woman in gaming who is harassed almost daily,NO
When you try to look for flaws BUT FAIL BECAUSE THERE ARE NONE thats HOW PERFECT SHE IS,NO
When your cat eats your mouse because that is what they are for and what she does is there to get you another speedy delivery,NO
when your friend is a living prophet she doesnt foresee your termination Both YES you ar,NO
when your friend is a living prophet she doesnt foresee your termination Both YES you are BUSTED,NO
When your roommate texts you and asks if you are alive you know she is a keeper,NO
where are is she staying when youre on tour,NO
where are you by the way And shell most definitely miss her cYESfee if she drinks it For Melbournians cYESf,NO
where are you by the way And shell most definitely miss her cYESfee if she drinks it For Melbournians cYESfee is everything,NO
Where are you sleeping She asks out YES interest and eyeing the other woman with the blond hair She wonders if her hair is,NO
where have you been all my life There are a lot YES good things about but she is without a doubt the best one,NO
where s half your face you gay cunt ahhahahahahaha,YES
Where the fuck Is Oomf in her skin when she jump out are you gon jump in,NO
Whether you want to track someone down or know if he or she is committing fraud we are here for you Brian Blackwell,NO
which side are you supporting i think she auto stays if youre templar plus the wiki says her suppois more quest dependent idk,NO
Who are you to question whether she is reasonable to feel antagonized,NO
who are you Who is she,NO
Who does Doris think she is on Are you kidding me Wait who even is Doris Kobe doesnt pass the ball What an ignorant statement,NO
who is she and who the fuck are you,NO
who is she what type YES best friend are you,NO
Who is she why are you tweeting her,NO
Who is she why are you tweeting her,NO
Who is this Nat D chick Why are you all listening to her She only agrees with whatever you all say sounds like a weasel trying to get in,NO
Whoa you are as pathetic as she is,YES
Whoever hates on you are stupid because she is the most nicest and caring person on twitter she doesnt dese,NO
Whoever hates on you are stupid because she is the most nicest and caring person on twitter she doesnt deserve the hate,NO
Why are guys so retarded You know how your girl is and how she reacts yet you still do things that piss her YESf,NO
Why are people cheering Katie Hopkins for are you all tucking mental She is a proper didnt,NO
why are people still hating on Selena Literally at no point has she ever done anything to you That she hujustin shi,NO
why are people still hating on Selena Literally at no point has she ever done anything to you That she hujustin shit is beyond old,NO
Why are we arguing with my grandma about how old she will be Something s wrong with us No granny Something is wrong with you,NO
why are you dating hayato She is my best friend and we have been together for a long time It seemed right,NO
why are you drinking beer at 11 am and even worse isnt your mother pregnant what in gods name is she doing drinking beer,NO
why are you saying she is gay,NO
why are you saying us Reading in education is so fundamental What paYES Shes mine dont you understand,NO
Why are you so fat Hahaha,YES
why are you suck a loser,YES
Why are you suddenly astonished She gently pushed away Is there something in there Im not allowed to see,NO
Why cant everyone be like She is lovely and you get people on here who are horrible Well you should act nice,NO
Why do you have this YouTube girl on She is empty headed Have on girls who have contributed to society there are plenty,NO
why haven t you talked to car where s car been are you two fighting is she ok are you guys still friends rolls eyes,NO
Why is it fostering a hostile environment Are you hostile to her because you think she used sex to get ahead,NO
Why is Katie pretending she loves the British public Unless you have a common name on benefits or are northern List goe,NO
Why is Katie pretending she loves the British public Unless you have a common name on benefits or are northern List goes on,NO
Why is she even on CNN Are you guys doing a piece about unusual torture methods ITS WORKING,NO
Why is she trying to show that Shes so hard Shawty you are no Cookie iight,NO
why is this a thing why are you a thing because she is my mom,NO
why Shes just a fat bitch that needs to die,YES
Why should I have to tolerate these bastards Why can I not kill them all with fire or blunt knives and spoons,YES
Why would she freak out I warn you though Brighton is trashy and there are a few druggies,NO
why you dont fuck with me noww fat pussy,YES
Wink pussy,YES
withloveandrea is definitely a Mom I Would Love to Flaunt she is such a fashionista If you are sexy,NO
woman when are you going to learn that as long as she is your mom you have to ask her for everything for as long as you live,NO
Women are like blunts if you lick her right she wont run this is the greatest tweet Ive ever read,NO
women need constant reassurance that she is loved You are loved,NO
wow are you calling Laura Bush a pig Is it because she killed someone,NO
Wow she is my weakness You are so beautiful thanks love,NO
Wow this is your character s daughter and you tried to rp smut when Shes feeling vulnerable Wow what a decent human being you are Kudos,NO
wow what a n00b you should fight me in the wildy and then throw your computer out the window,YES
wow you shit cunts go die and get ebola FUCK FIFA your GAY LORDS your JUST FINGERING EACHOTHERS BUTS,YES
Ya mamma should have swallowed yo pussy ass,YES
YASSSS Miss Brucine Jenner She is fierce Why are why all mad I cant deal with you,NO
Yay Im so happy She is only 4 months old too You are like the only female YTer I watch so D,NO
yea I feel you A LOT YES headcanons are kinda weird I mean I love her but I know she is guardian I just try to make,NO
yea it is Im tired too and so are you Shes just doing her job for Christ s sake,NO
yeah and if she is then why are you even with her lol,NO
yeah are you on STM someone would knock her teeth out if she came knocking on their door not nice,NO
yeah are you on STM someone would knock her teeth out if she came knocking on their door not nice is it,NO
yeah bitch i dont want your fat stomatch on my mention i am not cameron i am Agung fight her,YES
yeah she is right Are you going to be in Vienna tomorrow lt 3 from Austria as well p,NO
Yes it is I dont think I can help him She sighs sorry I shouldn t be worrying about it so how are you,NO
Yes she does You should see her pussy Immaculate,YES
yes she is and are you ok now,NO
yes she is are you joining,NO
YES She is in freaking COURT why are you asking about her clothes,NO
Yes She was Just like Zedd is now in your fanbase and you all are responding to the way she is treating her,NO
yes Think try to be neutral but you know she is proud Serena Venus are from my town Live 5 miles away,NO
Yes yes I know I know But now you are back Oh David She is crying a lot still hugging him very tightly,NO
Yes you are dont say she is ugly she is not,NO
Yet my roommate is certain she isnt a hipster Even pandora knows that you are its cool I u,NO
Yo are you putting KenZ mom in the wank bank tonight if she is a milf,NO
YO PUSSY GAY,YES
You all really hype up Bowser because she apparently got a fat ass meanwhile her pussy come with the stomach flu,YES
you all should be afraid YES what Im gone do next,YES
You always know a girl is going to talk shit about someone to you when she starts out saying so how good YES friends with are you,NO
You and are friendship goals as fuck Awwwww thank you a lot she is mah cutie pie i love her so freakin,NO
You and your friends are Jem girls Jem Jem is her name Shes outrageous Truly truly truly outrageous Wit,NO
You and your friends are Jem girls Jem Jem is her name Shes outrageous Truly truly truly outrageous With a hot tub car,NO
you and your girl are meant to be She knows who she is,NO
you are 19 she is 14 but you wont me tho,NO
You are a big boy Si It might be a bit difficult no matter how strong she is,NO
You are a fool I thought Angie Stone was doing good Why is she on,NO
you are a garden rose and all she is a dandelion a weed,NO
YOU ARE A GROUPIE ASS nigger LMAOOO is even tho she wont talk to me,NO
you are a horrible sexist and coward person That response shows how awesome she is but the q shows what an asshole you are,NO
you are a LIAR My mom is japanese she never heard YES eating dolphin meat You should be ashamed YES urself,NO
you are a liar we know you worship hillery clinton she is a socalist lying scum bag like yourself,NO
You are a moron We just think Anita is a lying con artist She also insults us So we do not like her,YES
You are all blue and everything is pink I feel so happy I want whatever she is having P,NO
you are also like 16 and she is 28 or something i believe in you,NO
you are an amazing She is happy she wants a party to celebrate and you all think what Get over it its over,NO
You are back you are back She is crying a lot but also smiling widely I lost you you left me but now oh now,NO
You are beautiful she is beautiful cant that just be it,NO
You are better YESf hun she is just a bitter sad woman,NO
you are blind so shed DM as in so she would DM god is english your second language or,NO
You are both rockstars with at she is a rockstar,NO
you are both welcome Weird saying she since she is in the convo,NO
you are dumb ass fuck my mom worked realstate in 03 she is a nurse nowand that is not my house and you known that,NO
you are hanging out with a girl dating SO FUCKING WHAT She is gorgeous and youre happy Fuck the haters,NO
you are incorrect She is pure,NO
you are jealous from everything I do your condition is very serious you should go and see a doctor or you will die because YES me,YES
you are just awesome is just awesome,NO
YOU ARE ME AND I AM YOU LOOK SHE IS HIM AND HE IS HER AND SHE IS YOU AND YOU ARE HIM,NO
you are my bro but my true love is bus She get my engine revving htt,NO
You are my second favourite guest Joy Hinchcliffe is my favourite she could kill us all,NO
You are no better than she is so dont even bother,NO
You are not a directioner but you are a fan YES Sophia Im not her fan because she is just a normal girl I,NO
You are not alone on that island I hate the romance will she wont she stuff too But it is CW so,NO
you are not capable YES any thing Hustle your way to your grave Cunt Pathetic loser,YES
you are not helping my cause do you understand what she is asking YES us on her website homepage,NO
You are not here She is angry and has a Princess Dress and Crown on and she denies she even knows her dad,NO
you are one fat smelly ugly cunt,YES
you are oprah she is you,NO
you are purrtyyyyy baby she is too sweet to me,NO
You are right about Nancy She is very real and vulnerable,NO
You are right Beyonce is pretty useless and isnt even hot Plus Shes from the armpit YES Texas Houston,NO
You are right Matt its Rachel she is so pretty,NO
you are right She is a misfit only time will unravel it It will damage the party in long run,NO
you are right to she is alive and well in the form YES Selena Gomez,NO
You are so big time is big time,NO
You are so right Made 10 out YES 20 My Granddaughter can do that good and she is 7 lol,NO
You are terrified to let her go but you are afraid she is to good for you that she could drive you wild,NO
you are the best exposed now we know why she is shying from debate,NO
You are the cutest YES all She is Cute,NO
You are the ice and she is sliding on it says guest maestro Edward Parmentier to our bassist,NO
YOU are the one that said she is bad at singing not me I said se sings a lot,NO
you are too but fs she is the most para person I know,NO
you are too cool for her horseshit She doesnt want help Her addiction is attention,NO
you are too wild in the tub with She is old enough to be your momma,NO
You are totally going to own that fun fact she is the only woman who hunted with the Yajuta and lived among them on their ship,NO
You are welcome and yes I do My mom is a cancer survivor It has been 22 years now We are blessed that she is still with us,NO
YOU ARE WELCOME EONNIE IS SHE AN ELF TOO LOL ANYWAYS YAYYY I HAVE A NEW EONNIE COS MOST YES THE TIME I AM THE EONNIE HAHAHA,NO
you are welcome Hope she is ok,NO
you big fat handicapped cunt,YES
you boring fat cunt please hurry up and die,YES
you boring fat cunt please hurry up and die,YES
you can go suck a fat one lol,YES
You can order here out Sue She is looking fabulous Sue says Are you,NO
You can tell a lot about a woman from her hands for instance if they are firmly around your throat she is probably sli,NO
You can tell a lot about a woman from her hands for instance if they are firmly around your throat she is probably slightly,NO
you cant laugh you fat cunt,YES
you cant read what I tweeted I said she s a whore which means bitch know your English oh I forgot you dont understand cunt,YES
You certainly are a hypocrite THAT is abundantly clear She is cute the lyrics YES group are hate filled gt lt,NO
you dont look scared but you should be afraid,YES
You eat more pussy den me Girl you shouldve been uh nigger,YES
you fat cunt,YES
You going to lick this pussy just like you should,YES
you guys are weird she is joy to the world all the boys and girls ha finally placed that,NO
You have literally ruined bashurs life You should seriously fucking kill yourself you re the teal child molester,YES
you have this fan who is really pressed for you You gotta step to her expectation dude She seems to think you are lacking,NO
You know a date is going poorly when she says we are just friends right,NO
You know in Grey s Anatomy were Christina and Meredith are always like Shes my person well Bryanna is my person and i love her man,NO
You know she ain t into you for shit when she is on the phone half YES the time when you are talking,NO
You know she is the bestest YES best friends when she YESfers to walk to your house and get you chocolate because you are ill,NO
You know what is fucked up is they are going to live forever but she is only going to love him for 2000 years,NO
You know what Oil prices are shot right now Plus my meat is as black as they come Let have it Shes a pro,NO
You know you are old when you want to thank for all her help She is just so smart,NO
You know your life is sad when you are elated when your mother says she will let you get a bouncy castle for your 18th,NO
You people should just die,YES
